country,city,city_country,mean_pm10_ug_per_m3,year,mean_pm2.5_ug_per_m3,year2
France,CAMBRAI,"CAMBRAI, France",21,2014,11,2014
France,DOUAI,"DOUAI, France",21,2014,16,2014
France,FROLOIS,"FROLOIS, France",21,2014,13,2014
France,GANDRANGE,"GANDRANGE, France",21,2014,13,2014
France,GENAS,"GENAS, France",21,2014,13,2014
France,GRAVELINES,"GRAVELINES, France",21,2014,13,2014
France,HORNAING,"HORNAING, France",21,2014,13,2014
France,JONVILLE-EN-WOEVRE,"JONVILLE-EN-WOEVRE, France",21,2014,15,2014
France,MATOURY,"MATOURY, France",21,2014,13,2014
France,NIMES,"NIMES, France",21,2014,14,2014
France,OUTREAU,"OUTREAU, France",21,2014,13,2014
France,RIVE-DE-GIER,"RIVE-DE-GIER, France",21,2014,13,2014
France,ROMANS-SUR-ISERE,"ROMANS-SUR-ISERE, France",21,2014,13,2014
France,SAINT-MARTIN-D'HERES,"SAINT-MARTIN-D'HERES, France",21,2014,13,2014
France,SALAISE-SUR-SANNE,"SALAISE-SUR-SANNE, France",21,2014,16,2014
France,TERNAY,"TERNAY, France",21,2014,13,2014
France,VAULX-EN-VELIN,"VAULX-EN-VELIN, France",21,2014,13,2014
France,VILLEFRANCHE-SUR-SAONE,"VILLEFRANCHE-SUR-SAONE, France",21,2014,13,2014
France,VOIRON,"VOIRON, France",21,2014,13,2014
France,ANNECY,"ANNECY, France",20,2014,16,2014
France,GAP,"GAP, France",20,2014,12,2014
France,ANGOULEME,"ANGOULEME, France",20,2014,10,2014
France,BOURG-LES-VALENCE,"BOURG-LES-VALENCE, France",20,2014,14,2014
France,CAEN,"CAEN, France",20,2014,11,2014
France,CERGY,"CERGY, France",20,2014,12,2014
France,CHARLEVILLE-MEZIERES,"CHARLEVILLE-MEZIERES, France",20,2014,12,2014
France,CHERBOURG-OCTEVILLE,"CHERBOURG-OCTEVILLE, France",20,2014,12,2014
France,CREIL,"CREIL, France",20,2014,13,2014
France,CROLLES,"CROLLES, France",20,2014,12,2014
France,DENAIN,"DENAIN, France",20,2014,12,2014
France,FONTAINE,"FONTAINE, France",20,2014,12,2014
France,IFS,"IFS, France",20,2014,12,2014
France,LA ROCHE-SUR-YON,"LA ROCHE-SUR-YON, France",20,2014,12,2014
France,LOGNES,"LOGNES, France",20,2014,12,2014
France,MERIGNAC,"MERIGNAC, France",20,2014,12,2014
France,MIRIBEL,"MIRIBEL, France",20,2014,12,2014
France,MONT-DE-MARSAN,"MONT-DE-MARSAN, France",20,2014,10,2014
France,MONTPELLIER,"MONTPELLIER, France",20,2014,16,2014
France,MUNCHHAUSEN,"MUNCHHAUSEN, France",20,2014,12,2014
France,NIORT,"NIORT, France",20,2014,10,2014
France,NOGENT-SUR-MARNE,"NOGENT-SUR-MARNE, France",20,2014,12,2014
France,PORT-SAINT-LOUIS-DU-RHONE,"PORT-SAINT-LOUIS-DU-RHONE, France",20,2014,12,2014
France,PUSIGNAN,"PUSIGNAN, France",20,2014,12,2014
France,PUTEAUX,"PUTEAUX, France",20,2014,12,2014
France,RAMBOUILLET,"RAMBOUILLET, France",20,2014,13,2014
France,SAINT-JULIEN-MONT-DENIS,"SAINT-JULIEN-MONT-DENIS, France",20,2014,12,2014
France,SALON-DE-PROVENCE,"SALON-DE-PROVENCE, France",20,2014,12,2014
France,TARTAS,"TARTAS, France",20,2014,12,2014
France,TROYES,"TROYES, France",20,2014,12,2014
France,VITRY-SUR-SEINE,"VITRY-SUR-SEINE, France",20,2014,13,2014
France,LE HAVRE,"LE HAVRE, France",19,2014,12,2014
France,SAINT-ETIENNE,"SAINT-ETIENNE, France",19,2014,11,2014
France,BREST,"BREST, France",19,2014,13,2014
France,CHAMBERY,"CHAMBERY, France",19,2014,15,2014
France,MULHOUSE,"MULHOUSE, France",19,2014,12,2014
France,RENNES,"RENNES, France",19,2014,12,2014
France,THIONVILLE,"THIONVILLE, France",19,2014,17,2014
France,NANTES,"NANTES, France",19,2014,13,2014
France,JOUE-LES-TOURS,"JOUE-LES-TOURS, France",19,2014,12,2014
France,LUNEVILLE,"LUNEVILLE, France",19,2014,12,2014
France,SAINT-MARTIN-DU-TERTRE,"SAINT-MARTIN-DU-TERTRE, France",19,2014,12,2014
France,TOULOUSE,"TOULOUSE, France",19,2014,12,2014
France,ANGERS,"ANGERS, France",19,2014,12,2014
France,BAYONNE,"BAYONNE, France",19,2014,8,2014
France,BETHENY,"BETHENY, France",19,2014,11,2014
France,CAMPAGNE-LES-BOULONNAIS,"CAMPAGNE-LES-BOULONNAIS, France",19,2014,14,2014
France,CHALONS-EN-CHAMPAGNE,"CHALONS-EN-CHAMPAGNE, France",19,2014,11,2014
France,CHAMALIERES,"CHAMALIERES, France",19,2014,11,2014
France,CHAUNY,"CHAUNY, France",19,2014,11,2014
France,COLMAR,"COLMAR, France",19,2014,11,2014
France,ESCAUTPONT,"ESCAUTPONT, France",19,2014,11,2014
France,GRAND-COURONNE,"GRAND-COURONNE, France",19,2014,11,2014
France,HYERES,"HYERES, France",19,2014,11,2014
France,LORIENT,"LORIENT, France",19,2014,11,2014
France,MAUBEUGE,"MAUBEUGE, France",19,2014,11,2014
France,MEZE,"MEZE, France",19,2014,16,2014
France,MONTBELIARD,"MONTBELIARD, France",19,2014,13,2014
France,NUITS-SAINT-GEORGES,"NUITS-SAINT-GEORGES, France",19,2014,11,2014
France,ORLEANS,"ORLEANS, France",19,2014,11,2014
France,SAINT-BRIEUC,"SAINT-BRIEUC, France",19,2014,11,2014
France,SAINT-LAURENT-BLANGY,"SAINT-LAURENT-BLANGY, France",19,2014,11,2014
France,SAINT-QUENTIN,"SAINT-QUENTIN, France",19,2014,13,2014
France,SAINTE-SAVINE,"SAINTE-SAVINE, France",19,2014,14,2014
France,SALOUEL,"SALOUEL, France",19,2014,11,2014
France,TALENCE,"TALENCE, France",19,2014,13,2014
France,TARBES,"TARBES, France",19,2014,11,2014
France,TOURS,"TOURS, France",19,2014,11,2014
France,VALENCE,"VALENCE, France",19,2014,14,2014
France,WINGLES,"WINGLES, France",19,2014,11,2014
France,REIMS,"REIMS, France",18,2014,13,2014
France,BOURGES,"BOURGES, France",18,2014,11,2014
France,HAYANGE,"HAYANGE, France",18,2014,11,2014
France,POITIERS,"POITIERS, France",18,2014,12,2014
France,ARMENTIERES,"ARMENTIERES, France",18,2014,11,2014
France,ARREST,"ARREST, France",18,2014,11,2014
France,BASSENS,"BASSENS, France",18,2014,11,2014
France,BESSIERES,"BESSIERES, France",18,2014,11,2014
France,BLENOD-LES-PONT-A-MOUSSON,"BLENOD-LES-PONT-A-MOUSSON, France",18,2014,11,2014
France,CHALON-SUR-SAONE,"CHALON-SUR-SAONE, France",18,2014,13,2014
France,CHOLET,"CHOLET, France",18,2014,11,2014
France,DAIX,"DAIX, France",18,2014,11,2014
France,EVREUX,"EVREUX, France",18,2014,11,2014
France,GAILLARD,"GAILLARD, France",18,2014,11,2014
France,LA TALAUDIERE,"LA TALAUDIERE, France",18,2014,11,2014
France,LABASTIDE-CEZERACQ,"LABASTIDE-CEZERACQ, France",18,2014,11,2014
France,LE PUY-EN-VELAY,"LE PUY-EN-VELAY, France",18,2014,11,2014
France,LISIEUX,"LISIEUX, France",18,2014,11,2014
France,LUNEL-VIEL,"LUNEL-VIEL, France",18,2014,10,2014
France,MALROY,"MALROY, France",18,2014,11,2014
France,MANOSQUE,"MANOSQUE, France",18,2014,11,2014
France,MARTIGUES,"MARTIGUES, France",18,2014,11,2014
France,PONT-A-MOUSSON,"PONT-A-MOUSSON, France",18,2014,11,2014
France,ROUMAZIERES-LOUBERT,"ROUMAZIERES-LOUBERT, France",18,2014,11,2014
France,SAINT-CHAMOND,"SAINT-CHAMOND, France",18,2014,8,2014
France,VILLAGE-NEUF,"VILLAGE-NEUF, France",18,2014,11,2014
France,VILLEMANDEUR,"VILLEMANDEUR, France",18,2014,11,2014
France,VITTEL,"VITTEL, France",18,2014,11,2014
France,LE CREUSOT,"LE CREUSOT, France",17,2014,11,2014
France,CHAMONIX-MONT-BLANC,"CHAMONIX-MONT-BLANC, France",17,2014,10,2014
France,ALBERTVILLE,"ALBERTVILLE, France",17,2014,10,2014
France,ANNEMASSE,"ANNEMASSE, France",17,2014,12,2014
France,BAR-LE-DUC,"BAR-LE-DUC, France",17,2014,10,2014
France,BOIS-HERPIN,"BOIS-HERPIN, France",17,2014,8,2014
France,BOURG-EN-BRESSE,"BOURG-EN-BRESSE, France",17,2014,10,2014
France,CERISE,"CERISE, France",17,2014,10,2014
France,CLERMONT-FERRAND,"CLERMONT-FERRAND, France",17,2014,11,2014
France,COGNAC,"COGNAC, France",17,2014,10,2014
France,DAX,"DAX, France",17,2014,12,2014
France,DONGES,"DONGES, France",17,2014,10,2014
France,FLEVILLE-DEVANT-NANCY,"FLEVILLE-DEVANT-NANCY, France",17,2014,10,2014
France,FREMAINVILLE,"FREMAINVILLE, France",17,2014,10,2014
France,LE MANS,"LE MANS, France",17,2014,13,2014
France,LENS,"LENS, France",17,2014,10,2014
France,LUCCIANA,"LUCCIANA, France",17,2014,10,2014
France,PRUNAY-LE-TEMPLE,"PRUNAY-LE-TEMPLE, France",17,2014,10,2014
France,SAILLAT-SUR-VIENNE,"SAILLAT-SUR-VIENNE, France",17,2014,10,2014
France,SAINT-DIZIER,"SAINT-DIZIER, France",17,2014,11,2014
France,SAINT-JUNIEN,"SAINT-JUNIEN, France",17,2014,10,2014
France,SAINT-LO,"SAINT-LO, France",17,2014,10,2014
France,SAINT-LOUIS,"SAINT-LOUIS, France",17,2014,10,2014
France,SAINT-NAZAIRE,"SAINT-NAZAIRE, France",17,2014,10,2014
France,VAL-DE-REUIL,"VAL-DE-REUIL, France",17,2014,10,2014
France,VIF,"VIF, France",17,2014,10,2014
France,NOEUX-LES-MINES,"NOEUX-LES-MINES, France",16,2014,10,2014
France,PERPIGNAN,"PERPIGNAN, France",16,2014,10,2014
France,SAINT-PAUL,"SAINT-PAUL, France",16,2014,6,2014
France,NOTRE-DAME-DE-BLIQUETUIT,"NOTRE-DAME-DE-BLIQUETUIT, France",16,2014,10,2014
France,AIRVAULT,"AIRVAULT, France",16,2014,9,2014
France,ALBI,"ALBI, France",16,2014,15,2014
France,BELFORT,"BELFORT, France",16,2014,9,2014
France,BILLERE,"BILLERE, France",16,2014,10,2014
France,BLOIS,"BLOIS, France",16,2014,9,2014
France,BOURGOIN-JALLIEU,"BOURGOIN-JALLIEU, France",16,2014,9,2014
France,CARLING,"CARLING, France",16,2014,9,2014
France,CARTIGNIES,"CARTIGNIES, France",16,2014,9,2014
France,CHATEAUROUX,"CHATEAUROUX, France",16,2014,9,2014
France,FROSSAY,"FROSSAY, France",16,2014,9,2014
France,LA COURONNE,"LA COURONNE, France",16,2014,9,2014
France,LONGLAVILLE,"LONGLAVILLE, France",16,2014,9,2014
France,LUCE,"LUCE, France",16,2014,11,2014
France,MONTLUCON,"MONTLUCON, France",16,2014,9,2014
France,PERIGUEUX,"PERIGUEUX, France",16,2014,9,2014
France,ROGNAC,"ROGNAC, France",16,2014,11,2014
France,SAINT-DENIS-D'ANJOU,"SAINT-DENIS-D'ANJOU, France",16,2014,12,2014
France,SAINT-ETIENNE-DE-MONTLUC,"SAINT-ETIENNE-DE-MONTLUC, France",16,2014,9,2014
France,SAINT-GELY-DU-FESC,"SAINT-GELY-DU-FESC, France",16,2014,9,2014
France,SAINT-JULIEN-LES-METZ,"SAINT-JULIEN-LES-METZ, France",16,2014,9,2014
France,SAINT-LAURENT-DES-ARBRES,"SAINT-LAURENT-DES-ARBRES, France",16,2014,12,2014
France,TULLE,"TULLE, France",16,2014,9,2014
France,VIERZON,"VIERZON, France",16,2014,10,2014
France,AGEN,"AGEN, France",15,2014,9,2014
France,ATTON,"ATTON, France",15,2014,9,2014
France,AUXERRE,"AUXERRE, France",15,2014,10,2014
France,BAIE-MAHAULT,"BAIE-MAHAULT, France",15,2014,9,2014
France,BIZANOS,"BIZANOS, France",15,2014,9,2014
France,CASTRES,"CASTRES, France",15,2014,9,2014
France,DOLE,"DOLE, France",15,2014,9,2014
France,DREUX,"DREUX, France",15,2014,9,2014
France,EPINAL,"EPINAL, France",15,2014,9,2014
France,GUERET,"GUERET, France",15,2014,9,2014
France,L'HOPITAL,"L'HOPITAL, France",15,2014,9,2014
France,MACON,"MACON, France",15,2014,9,2014
France,MONTANDON,"MONTANDON, France",15,2014,9,2014
France,PEYRUSSE-VIEILLE,"PEYRUSSE-VIEILLE, France",15,2014,10,2014
France,ROANNE,"ROANNE, France",15,2014,9,2014
France,SAINTE-MARGUERITE-SUR-MER,"SAINTE-MARGUERITE-SUR-MER, France",15,2014,9,2014
France,SAINTE-SUZANNE,"SAINTE-SUZANNE, France",15,2014,9,2014
France,SENS,"SENS, France",15,2014,9,2014
France,LIMOGES,"LIMOGES, France",14,2014,9,2014
France,FONTAINEBLEAU,"FONTAINEBLEAU, France",14,2014,9,2014
France,VERNEUIL,"VERNEUIL, France",14,2014,9,2014
France,DIJON,"DIJON, France",14,2014,12,2014
France,AURILLAC,"AURILLAC, France",14,2014,8,2014
France,ISSOIRE,"ISSOIRE, France",14,2014,8,2014
France,LA COULONCHE,"LA COULONCHE, France",14,2014,9,2014
France,LA TARDIERE,"LA TARDIERE, France",14,2014,10,2014
France,LAVAL,"LAVAL, France",14,2014,8,2014
France,LOURDES,"LOURDES, France",14,2014,10,2014
France,SAINT-GERMAIN-SUR-RHONE,"SAINT-GERMAIN-SUR-RHONE, France",14,2014,7,2014
France,SARREGUEMINES,"SARREGUEMINES, France",14,2014,8,2014
France,VANNES,"VANNES, France",14,2014,9,2014
France,VESOUL,"VESOUL, France",14,2014,8,2014
France,CHAMPFORGEUIL,"CHAMPFORGEUIL, France",13,2014,8,2014
France,GUIPRY,"GUIPRY, France",13,2014,10,2014
France,LES MAZURES,"LES MAZURES, France",13,2014,9,2014
France,MONTCEAU-LES-MINES,"MONTCEAU-LES-MINES, France",13,2014,8,2014
France,NEVERS,"NEVERS, France",13,2014,8,2014
France,OYONNAX,"OYONNAX, France",13,2014,8,2014
France,SAINT-JEAN-DE-MAURIENNE,"SAINT-JEAN-DE-MAURIENNE, France",13,2014,8,2014
France,VOLMUNSTER,"VOLMUNSTER, France",13,2014,8,2014
France,LE PALAIS-SUR-VIENNE,"LE PALAIS-SUR-VIENNE, France",12,2014,7,2014
France,PARAY-LE-FRESIL,"PARAY-LE-FRESIL, France",12,2014,9,2014
France,SAINT-MICHEL-L'OBSERVATOIRE,"SAINT-MICHEL-L'OBSERVATOIRE, France",12,2014,7,2014
France,VENACO,"VENACO, France",12,2014,7,2014
France,VILLIERS-EN-BOIS,"VILLIERS-EN-BOIS, France",12,2014,7,2014
France,LES ANCIZES-COMPS,"LES ANCIZES-COMPS, France",11,2014,6,2014
France,CHATENOIS,"CHATENOIS, France",10,2014,6,2014
France,ISSOUDUN,"ISSOUDUN, France",10,2014,11,2014
France,RAGEADE,"RAGEADE, France",10,2014,6,2014
France,SAINT-NAZAIRE-LE-DESERT,"SAINT-NAZAIRE-LE-DESERT, France",10,2014,7,2014
France,SAINT-BRISSON,"SAINT-BRISSON, France",9,2014,5,2014
France,SAINT-JOSEPH,"SAINT-JOSEPH, France",9,2014,4,2014
France,LE TAMPON,"LE TAMPON, France",7,2014,4,2014
France,ROISEY,"ROISEY, France",7,2014,4,2014
Georgia,Tbilisi,"Tbilisi, Georgia",55,2014,29,2014
Georgia,Abastumani,"Abastumani, Georgia",27,2014,14,2014
Germany,REGENSBURG,"REGENSBURG, Germany",27,2013,19,2013
Germany,FRANKFURT,"FRANKFURT, Germany",26,2013,18,2013
Germany,DRESDEN,"DRESDEN, Germany",26,2013,17,2013
Germany,GöRLITZ,"GöRLITZ, Germany",26,2013,18,2013
Germany,DüSSELDORF,"DüSSELDORF, Germany",25,2013,14,2013
Germany,GELSENKIRCHEN,"GELSENKIRCHEN, Germany",25,2013,17,2013
Germany,KREFELD,"KREFELD, Germany",24,2013,17,2013
Germany,KöLN,"KöLN, Germany",24,2013,16,2013
Germany,STUTTGART,"STUTTGART, Germany",24,2013,15,2013
Germany,DORTMUND,"DORTMUND, Germany",24,2013,16,2013
Germany,LüNEN,"LüNEN, Germany",24,2013,16,2013
Germany,NIEDERZIER,"NIEDERZIER, Germany",24,2013,16,2013
Germany,BERLIN,"BERLIN, Germany",24,2013,16,2013
Germany,ESSEN,"ESSEN, Germany",24,2013,17,2013
Germany,COTTBUS,"COTTBUS, Germany",23,2013,17,2013
Germany,KASSEL,"KASSEL, Germany",23,2013,13,2013
Germany,HüRTH,"HüRTH, Germany",23,2013,16,2013
Germany,NüRNBERG,"NüRNBERG, Germany",23,2013,14,2013
Germany,UNNA,"UNNA, Germany",23,2013,16,2013
Germany,ANSBACH,"ANSBACH, Germany",23,2013,16,2013
Germany,BORNA,"BORNA, Germany",23,2013,15,2013
Germany,BOTTROP,"BOTTROP, Germany",23,2013,15,2013
Germany,POTSDAM,"POTSDAM, Germany",22,2013,13,2013
Germany,DUISBURG,"DUISBURG, Germany",22,2013,15,2013
Germany,AUGSBURG,"AUGSBURG, Germany",22,2013,15,2013
Germany,NEU-ULM,"NEU-ULM, Germany",22,2013,15,2013
Germany,WORMS,"WORMS, Germany",22,2013,15,2013
Germany,LANDSHUT,"LANDSHUT, Germany",22,2013,15,2013
Germany,DARMSTADT,"DARMSTADT, Germany",22,2013,15,2013
Germany,MüNSTER,"MüNSTER, Germany",22,2013,15,2013
Germany,WESEL,"WESEL, Germany",22,2013,17,2013
Germany,NETTETAL,"NETTETAL, Germany",22,2013,15,2013
Germany,BAUTZEN,"BAUTZEN, Germany",22,2013,15,2013
Germany,INGOLSTADT,"INGOLSTADT, Germany",22,2013,15,2013
Germany,LUDWIGSHAFEN,"LUDWIGSHAFEN, Germany",21,2013,15,2013
Germany,MANNHEIM,"MANNHEIM, Germany",21,2013,15,2013
Germany,WETZLAR,"WETZLAR, Germany",21,2013,15,2013
Germany,FRANKFURT A. MAIN,"FRANKFURT A. MAIN, Germany",21,2013,15,2013
Germany,ERFURT,"ERFURT, Germany",21,2013,14,2013
Germany,HANAU,"HANAU, Germany",21,2013,15,2013
Germany,BORKEN,"BORKEN, Germany",21,2013,15,2013
Germany,ARZBERG,"ARZBERG, Germany",21,2013,15,2013
Germany,LINDAU (BODENSEE),"LINDAU (BODENSEE), Germany",21,2013,14,2013
Germany,MöNCHENGLADBACH,"MöNCHENGLADBACH, Germany",21,2013,14,2013
Germany,MüNCHEN,"MüNCHEN, Germany",21,2013,14,2013
Germany,PLAUEN,"PLAUEN, Germany",21,2013,14,2013
Germany,MüLHEIM,"MüLHEIM, Germany",21,2013,14,2013
Germany,WEIDEN I.D.OPF.,"WEIDEN I.D.OPF., Germany",21,2013,14,2013
Germany,HAMBURG,"HAMBURG, Germany",21,2013,14,2013
Germany,FREIBERG,"FREIBERG, Germany",21,2013,14,2013
Germany,BRUNBüTTEL,"BRUNBüTTEL, Germany",21,2013,13,2013
Germany,DESSAU,"DESSAU, Germany",21,2013,14,2013
Germany,RAUNHEIM,"RAUNHEIM, Germany",21,2013,14,2013
Germany,GLAUCHAU,"GLAUCHAU, Germany",20,2013,14,2013
Germany,WIESBADEN,"WIESBADEN, Germany",20,2013,15,2013
Germany,SULZBACH-ROSENBERG,"SULZBACH-ROSENBERG, Germany",20,2013,14,2013
Germany,ULM,"ULM, Germany",20,2013,14,2013
Germany,BONN,"BONN, Germany",20,2013,14,2013
Germany,FLENSBURG,"FLENSBURG, Germany",20,2013,12,2013
Germany,BERNBURG,"BERNBURG, Germany",20,2013,14,2013
Germany,MAINZ,"MAINZ, Germany",20,2013,14,2013
Germany,ALTENBURG,"ALTENBURG, Germany",20,2013,14,2013
Germany,KOBLENZ,"KOBLENZ, Germany",20,2013,14,2013
Germany,TRIER,"TRIER, Germany",20,2013,14,2013
Germany,BERNHAUSEN,"BERNHAUSEN, Germany",20,2013,14,2013
Germany,GERA,"GERA, Germany",20,2013,14,2013
Germany,BREMEN,"BREMEN, Germany",20,2013,12,2013
Germany,SCHWANDORF,"SCHWANDORF, Germany",20,2013,14,2013
Germany,DATTELN,"DATTELN, Germany",20,2013,17,2013
Germany,BIELEFELD,"BIELEFELD, Germany",20,2013,14,2013
Germany,SOLINGEN,"SOLINGEN, Germany",20,2013,14,2013
Germany,HATTINGEN,"HATTINGEN, Germany",20,2013,14,2013
Germany,BURGHAUSEN,"BURGHAUSEN, Germany",20,2013,16,2013
Germany,EISENHüTTENSTADT,"EISENHüTTENSTADT, Germany",20,2013,15,2013
Germany,CHEMNITZ,"CHEMNITZ, Germany",20,2013,13,2013
Germany,SCHWERTE,"SCHWERTE, Germany",20,2013,15,2013
Germany,BEBRA,"BEBRA, Germany",20,2013,13,2013
Germany,NEUBRANDENBURG,"NEUBRANDENBURG, Germany",19,2013,13,2013
Germany,NEUWIED,"NEUWIED, Germany",19,2013,13,2013
Germany,KULMBACH,"KULMBACH, Germany",19,2013,13,2013
Germany,KEHL,"KEHL, Germany",19,2013,14,2013
Germany,RATINGEN,"RATINGEN, Germany",19,2013,13,2013
Germany,LIMBURG,"LIMBURG, Germany",19,2013,13,2013
Germany,HEIDELBERG,"HEIDELBERG, Germany",19,2013,13,2013
Germany,RADEBEUL,"RADEBEUL, Germany",19,2013,13,2013
Germany,KLEINWALLSTADT,"KLEINWALLSTADT, Germany",19,2013,13,2013
Germany,ANNABERG-BUCHHOLZ,"ANNABERG-BUCHHOLZ, Germany",19,2013,14,2013
Germany,LEVERKUSEN,"LEVERKUSEN, Germany",19,2013,13,2013
Germany,ZEITZ,"ZEITZ, Germany",19,2013,13,2013
Germany,SCHWEDT/ODER,"SCHWEDT/ODER, Germany",19,2013,14,2013
Germany,SAARLOUIS,"SAARLOUIS, Germany",19,2013,13,2013
Germany,COBURG,"COBURG, Germany",19,2013,13,2013
Germany,ASCHAFFENBURG,"ASCHAFFENBURG, Germany",19,2013,13,2013
Germany,RIEDSTADT,"RIEDSTADT, Germany",19,2013,13,2013
Germany,TROSTBERG,"TROSTBERG, Germany",19,2013,14,2013
Germany,LEUNA,"LEUNA, Germany",19,2013,13,2013
Germany,KEHLHEIM,"KEHLHEIM, Germany",19,2013,13,2013
Germany,MARBURG,"MARBURG, Germany",19,2013,13,2013
Germany,NORDHAUSEN,"NORDHAUSEN, Germany",19,2013,13,2013
Germany,SAARBRüCKEN,"SAARBRüCKEN, Germany",18,2013,13,2013
Germany,LUDWIGSBURG,"LUDWIGSBURG, Germany",18,2013,13,2013
Germany,FRIEDRICHSHAFEN,"FRIEDRICHSHAFEN, Germany",18,2013,13,2013
Germany,KONSTANZ,"KONSTANZ, Germany",18,2013,12,2013
Germany,NEUENBURG,"NEUENBURG, Germany",18,2013,12,2013
Germany,SCHWÃ„BISCH HALL,"SCHWÃ„BISCH HALL, Germany",18,2013,12,2013
Germany,KARLSRUHE,"KARLSRUHE, Germany",18,2013,14,2013
Germany,WIESLOCH,"WIESLOCH, Germany",18,2013,12,2013
Germany,WöRTH,"WöRTH, Germany",18,2013,12,2013
Germany,NEUSTADT A.D.DONAU,"NEUSTADT A.D.DONAU, Germany",18,2013,12,2013
Germany,DILLINGEN,"DILLINGEN, Germany",18,2013,12,2013
Germany,BAMBERG,"BAMBERG, Germany",18,2013,12,2013
Germany,PFORZHEIM,"PFORZHEIM, Germany",18,2013,13,2013
Germany,SOEST,"SOEST, Germany",18,2013,14,2013
Germany,REUTLINGEN,"REUTLINGEN, Germany",18,2013,12,2013
Germany,AACHEN,"AACHEN, Germany",18,2013,12,2013
Germany,WüRZBURG,"WüRZBURG, Germany",18,2013,12,2013
Germany,SCHWEINFURT,"SCHWEINFURT, Germany",18,2013,12,2013
Germany,KAISERSLAUTERN,"KAISERSLAUTERN, Germany",17,2013,13,2013
Germany,WESTERLAND,"WESTERLAND, Germany",17,2013,12,2013
Germany,MEWEGEN,"MEWEGEN, Germany",17,2013,12,2013
Germany,NEURUPPIN,"NEURUPPIN, Germany",17,2013,12,2013
Germany,BUCKOW,"BUCKOW, Germany",17,2013,13,2013
Germany,MICHAELSTADT,"MICHAELSTADT, Germany",17,2013,12,2013
Germany,AALEN,"AALEN, Germany",17,2013,12,2013
Germany,WEIL AM RHEIN,"WEIL AM RHEIN, Germany",17,2013,13,2013
Germany,LüBECK,"LüBECK, Germany",17,2013,11,2013
Germany,KEMPTEN (Allgäu),"KEMPTEN (Allgäu), Germany",16,2013,11,2013
Germany,DREIssIGACKER,"DREIssIGACKER, Germany",16,2013,11,2013
Germany,BIBERACH,"BIBERACH, Germany",16,2013,11,2013
Germany,FREIBURG,"FREIBURG, Germany",16,2013,12,2013
Germany,BAD AROLSEN/KOHLGRUND,"BAD AROLSEN/KOHLGRUND, Germany",16,2013,12,2013
Germany,NEUSTADT,"NEUSTADT, Germany",16,2013,11,2013
Germany,TAUBERBISCHOFSHEIM,"TAUBERBISCHOFSHEIM, Germany",16,2013,11,2013
Germany,ZELLA-MEHLIS,"ZELLA-MEHLIS, Germany",16,2013,12,2013
Germany,COLLM,"COLLM, Germany",16,2013,11,2013
Germany,KLINGENTAL,"KLINGENTAL, Germany",16,2013,11,2013
Germany,OSNABRUECK,"OSNABRUECK, Germany",16,2013,12,2013
Germany,GöHLEN,"GöHLEN, Germany",15,2013,10,2013
Germany,BADEN-BADEN,"BADEN-BADEN, Germany",15,2013,10,2013
Germany,BITTERFELD,"BITTERFELD, Germany",15,2013,10,2013
Germany,VILLINGEN-SCHWENNINGEN,"VILLINGEN-SCHWENNINGEN, Germany",14,2013,10,2013
Germany,DUNZWEILER,"DUNZWEILER, Germany",14,2013,10,2013
Germany,WOLFSBURG,"WOLFSBURG, Germany",14,2013,9,2013
Germany,ZINGST,"ZINGST, Germany",13,2013,9,2013
Germany,NEUGLOBSOW,"NEUGLOBSOW, Germany",13,2013,10,2013
Germany,FüRTH/ODENWALD,"FüRTH/ODENWALD, Germany",13,2013,9,2013
Germany,NEUHAUSEN,"NEUHAUSEN, Germany",13,2013,9,2013
Germany,POSSEN,"POSSEN, Germany",13,2013,9,2013
Germany,SIMMERATH,"SIMMERATH, Germany",13,2013,9,2013
Germany,ERPFINGEN,"ERPFINGEN, Germany",12,2013,8,2013
Germany,HERDORF,"HERDORF, Germany",12,2013,8,2013
Germany,GOETTINGEN,"GOETTINGEN, Germany",12,2013,10,2013
Germany,TIEFENBACH,"TIEFENBACH, Germany",12,2013,8,2013
Germany,CARLSFELD,"CARLSFELD, Germany",12,2013,8,2013
Germany,WITZENHAUSEN/WALD,"WITZENHAUSEN/WALD, Germany",11,2013,8,2013
Germany,HORTENKOPF,"HORTENKOPF, Germany",11,2013,8,2013
Germany,WASCHEID,"WASCHEID, Germany",11,2013,7,2013
Germany,LEISEL,"LEISEL, Germany",10,2013,7,2013
Germany,GEHLBERG,"GEHLBERG, Germany",10,2013,7,2013
Germany,WASSERKUPPE,"WASSERKUPPE, Germany",10,2013,7,2013
Germany,OBERRIED-HOFSGRUND,"OBERRIED-HOFSGRUND, Germany",8,2013,6,2013
Greece,LYKOVRISI,"LYKOVRISI, Greece",42,2013,15,2013
Greece,PATRA,"PATRA, Greece",40,2013,15,2013
Greece,ATHENS,"ATHENS, Greece",39,2013,14,2013
Greece,LARISSA,"LARISSA, Greece",37,2013,14,2013
Greece,PIREAS,"PIREAS, Greece",36,2013,13,2013
Greece,AMAROUSSIO,"AMAROUSSIO, Greece",35,2013,13,2013
Greece,VOLOS,"VOLOS, Greece",32,2013,12,2013
Greece,AGIA PARASKEVI,"AGIA PARASKEVI, Greece",26,2013,10,2013
Greece,ECHEDORO,"ECHEDORO, Greece",26,2013,9,2013
