conflict_id,year,location_inc,side_a,side_a_2nd,side_b,side_b_2nd,territory_name,bdbest,type_of_conflict,battle_location,region
283,2014,DR Congo (Zaire),Government of DR Congo (Zaire),,"APCLS, CNPSC (Yakutumba)",,,79,3,DR Congo (Zaire),4
287,1991,Burundi,Government of Burundi,,Palipehutu,,,272,3,Burundi,4
287,1992,Burundi,Government of Burundi,,Palipehutu,,,61,3,Burundi,4
287,1994,Burundi,Government of Burundi,,CNDD,,,56,3,Burundi,4
287,1995,Burundi,Government of Burundi,,CNDD,,,254,3,Burundi,4
287,1996,Burundi,Government of Burundi,,CNDD,,,531,3,Burundi,4
287,1997,Burundi,Government of Burundi,,"CNDD, Frolina, Palipehutu-FNL",,,639,3,Burundi,4
287,1998,Burundi,Government of Burundi,,"CNDD, CNDD-FDD, Palipehutu-FNL",,,621,3,Burundi,4
287,1999,Burundi,Government of Burundi,,"CNDD-FDD, Palipehutu-FNL",,,524,3,Burundi,4
287,2000,Burundi,Government of Burundi,,"CNDD-FDD, Palipehutu-FNL",,,1348,3,Burundi,4
287,2001,Burundi,Government of Burundi,,"CNDD-FDD, Palipehutu-FNL",,,1182,3,Burundi,4
287,2002,Burundi,Government of Burundi,,"CNDD-FDD, Palipehutu-FNL",,,1114,3,"Burundi, Burundi, DR Congo (Zaire)",4
287,2003,Burundi,Government of Burundi,,"CNDD-FDD, Palipehutu-FNL",,,972,3,Burundi,4
287,2004,Burundi,Government of Burundi,,Palipehutu-FNL,,,387,3,Burundi,4
287,2005,Burundi,Government of Burundi,,Palipehutu-FNL,,,286,3,Burundi,4
287,2006,Burundi,Government of Burundi,,Palipehutu-FNL,,,141,3,Burundi,4
287,2008,Burundi,Government of Burundi,,Palipehutu-FNL,,,201,3,Burundi,4
287,2014,Burundi,Government of Burundi,,RED-TABARA,,,49,3,Burundi,4
287,2015,Burundi,Government of Burundi,,"FPB, Military faction (forces of Godefroid Niyombare)",,,133,3,Burundi,4
288,1989,Chad,Government of Chad,,"Islamic Legion, MOSANAT, Revolutionary Forces of 1 April",,,315,3,"Chad, Chad, Sudan, Sudan",4
288,1990,Chad,Government of Chad,,"Islamic Legion, MPS",,,1352,3,"Chad, Chad, Sudan",4
288,1991,Chad,Government of Chad,,"MDD, Military faction (forces of Maldoum Bada Abbas)",,,68,3,Chad,4
288,1992,Chad,Government of Chad,,"CNR, CSNPD, FNT, MDD",,,899,3,Chad,4
288,1993,Chad,Government of Chad,,"CNR, CSNPD, FNT, MDD",,,120,3,Chad,4
288,1994,Chad,Government of Chad,,"CNR, CSNPD, FNT",,,161,3,Chad,4
288,1997,Chad,Government of Chad,,"FARF, MDD",,,97,3,Chad,4
288,1998,Chad,Government of Chad,,FARF,,,34,3,Chad,4
288,1999,Chad,Government of Chad,,MDJT,,,394,3,Chad,4
288,2000,Chad,Government of Chad,,MDJT,,,989,3,Chad,4
288,2001,Chad,Government of Chad,,MDJT,,,226,3,Chad,4
288,2002,Chad,Government of Chad,,MDJT,,,294,3,Chad,4
288,2003,Chad,Government of Chad,,MDJT,,,37,3,Chad,4
288,2005,Chad,Government of Chad,,FUCD,,,100,3,Chad,4
288,2006,Chad,Government of Chad,,"FUCD, RAFD, UFDD",,,1250,3,Chad,4
288,2007,Chad,Government of Chad,,UFDD,,,69,3,Chad,4
288,2008,Chad,Government of Chad,,AN,,,991,3,Chad,4
288,2009,Chad,Government of Chad,,UFR,,,131,3,Chad,4
288,2010,Chad,Government of Chad,,PFNR,,,42,3,"Chad, Sudan",4
289,1989,Colombia,Government of Colombia,,"ELN, EPL, FARC",,,238,3,Colombia,5
289,1990,Colombia,Government of Colombia,,"ELN, EPL, FARC",,,501,3,Colombia,5
289,1991,Colombia,Government of Colombia,,"ELN, FARC",,,725,3,Colombia,5
289,1992,Colombia,Government of Colombia,,"ELN, FARC",,,1479,3,Colombia,5
289,1993,Colombia,Government of Colombia,,"ELN, FARC",,,182,3,Colombia,5
289,1994,Colombia,Government of Colombia,,"ELN, FARC",,,1123,3,Colombia,5
289,1995,Colombia,Government of Colombia,,"ELN, FARC",,,823,3,Colombia,5
289,1996,Colombia,Government of Colombia,,"ELN, FARC",,,1192,3,Colombia,5
289,1997,Colombia,Government of Colombia,,"ELN, FARC",,,560,3,Colombia,5
289,1998,Colombia,Government of Colombia,,"ELN, FARC",,,939,3,Colombia,5
289,1999,Colombia,Government of Colombia,,"ELN, FARC",,,1374,3,Colombia,5
289,2000,Colombia,Government of Colombia,,"ELN, FARC",,,1023,3,Colombia,5
289,2001,Colombia,Government of Colombia,,"ELN, FARC",,,1072,3,Colombia,5
289,2002,Colombia,Government of Colombia,,"ELN, FARC",,,2263,3,Colombia,5
289,2003,Colombia,Government of Colombia,,"ELN, FARC",,,737,3,Colombia,5
289,2004,Colombia,Government of Colombia,,"ELN, EPL, FARC",,,1234,3,Colombia,5
289,2005,Colombia,Government of Colombia,,"ELN, FARC",,,1389,3,Colombia,5
289,2006,Colombia,Government of Colombia,,"ELN, FARC",,,502,3,Colombia,5
289,2007,Colombia,Government of Colombia,,FARC,,,316,3,"Colombia, Venezuela",5
289,2008,Colombia,Government of Colombia,,"ELN, FARC",,,244,3,"Colombia, Colombia, Ecuador",5
289,2009,Colombia,Government of Colombia,,FARC,,,377,3,Colombia,5
289,2010,Colombia,Government of Colombia,,"ELN, FARC",,,419,3,Colombia,5
289,2011,Colombia,Government of Colombia,,FARC,,,202,3,Colombia,5
289,2012,Colombia,Government of Colombia,,FARC,,,211,3,Colombia,5
289,2013,Colombia,Government of Colombia,,"ELN, FARC",,,140,3,Colombia,5
289,2014,Colombia,Government of Colombia,,FARC,,,114,3,Colombia,5
289,2015,Colombia,Government of Colombia,,"ELN, FARC",,,134,3,Colombia,5
289,2016,Colombia,Government of Colombia,,ELN,,,30,3,Colombia,5
292,1989,Peru,Government of Peru,,"MRTA, Sendero Luminoso",,,1827,3,Peru,5
292,1990,Peru,Government of Peru,,"MRTA, Sendero Luminoso",,,1099,3,Peru,5
292,1991,Peru,Government of Peru,,"MRTA, Sendero Luminoso",,,1138,3,Peru,5
292,1992,Peru,Government of Peru,,"MRTA, Sendero Luminoso",,,1036,3,Peru,5
292,1993,Peru,Government of Peru,,"MRTA, Sendero Luminoso",,,672,3,Peru,5
292,1994,Peru,Government of Peru,,Sendero Luminoso,,,253,3,Peru,5
292,1995,Peru,Government of Peru,,Sendero Luminoso,,,178,3,Peru,5
292,1996,Peru,Government of Peru,,Sendero Luminoso,,,80,3,Peru,5
292,1997,Peru,Government of Peru,,Sendero Luminoso,,,93,3,Peru,5
292,1998,Peru,Government of Peru,,Sendero Luminoso,,,25,3,Peru,5
292,1999,Peru,Government of Peru,,Sendero Luminoso,,,75,3,Peru,5
292,2007,Peru,Government of Peru,,Sendero Luminoso,,,32,3,Peru,5
292,2008,Peru,Government of Peru,,Sendero Luminoso,,,40,3,Peru,5
292,2009,Peru,Government of Peru,,Sendero Luminoso,,,50,3,Peru,5
292,2010,Peru,Government of Peru,,Sendero Luminoso,,,28,3,Peru,5
294,2011,"Cambodia (Kampuchea), Thailand",Government of Cambodia (Kampuchea),,Government of Thailand,,Common Border,29,2,"Cambodia (Kampuchea), Thailand",3
297,2016,Nigeria,Government of Nigeria,Government of Cameroon,Jama'atu Ahlis Sunna Lidda'awati wal-Jihad,,,162,4,Nigeria,4
297,2017,Nigeria,Government of Nigeria,Government of Cameroon,Jama'atu Ahlis Sunna Lidda'awati wal-Jihad,,,1062,4,Nigeria,4
297,2009,Nigeria,Government of Nigeria,,Jama'atu Ahlis Sunna Lidda'awati wal-Jihad,,,405,3,Nigeria,4
297,2011,Nigeria,Government of Nigeria,,Jama'atu Ahlis Sunna Lidda'awati wal-Jihad,,,324,3,Nigeria,4
297,2012,Nigeria,Government of Nigeria,"Government of Chad, Government of Niger",Jama'atu Ahlis Sunna Lidda'awati wal-Jihad,,,811,4,Nigeria,4
297,2013,Nigeria,Government of Nigeria,"Government of Chad, Government of Niger",Jama'atu Ahlis Sunna Lidda'awati wal-Jihad,,,1629,4,Nigeria,4
297,2014,Nigeria,Government of Nigeria,"Government of Cameroon, Government of Chad, Government of Niger",Jama'atu Ahlis Sunna Lidda'awati wal-Jihad,,,4780,4,"Cameroon, Nigeria",4
297,2015,Nigeria,Government of Nigeria,"Government of Chad, Government of Niger",Jama'atu Ahlis Sunna Lidda'awati wal-Jihad,,,2703,4,"Chad, Niger, Nigeria",4
299,2016,Syria,Government of Syria,"Government of Iran, Government of Russia (Soviet Union)",Syrian insurgents,,,27190,4,Syria,2
299,2017,Syria,Government of Syria,"Government of Iran, Government of Russia (Soviet Union)",Syrian insurgents,,,9433,4,"Lebanon, Syria",2
299,2011,Syria,Government of Syria,,Syrian insurgents,,,964,3,Syria,2
299,2012,Syria,Government of Syria,,Syrian insurgents,,,38480,3,"Syria, Turkey",2
299,2013,Syria,Government of Syria,,Syrian insurgents,,,68503,3,"Iraq, Lebanon, Syria",2
299,2014,Syria,Government of Syria,,Syrian insurgents,,,54547,3,"Lebanon, Syria",2
299,2015,Syria,Government of Syria,"Government of Iran, Government of Russia (Soviet Union)",Syrian insurgents,,,33967,4,"Jordan, Syria",2
300,1989,Cambodia (Kampuchea),Government of Cambodia (Kampuchea),Government of Vietnam (North Vietnam),"FUNCINPEC, KPNLF, KR",,,818,4,"Cambodia (Kampuchea), Cambodia (Kampuchea), Thailand",3
300,1990,Cambodia (Kampuchea),Government of Cambodia (Kampuchea),,"KPNLF, KR",,,274,3,Cambodia (Kampuchea),3
300,1991,Cambodia (Kampuchea),Government of Cambodia (Kampuchea),,"FUNCINPEC, KPNLF, KR",,,220,3,Cambodia (Kampuchea),3
300,1992,Cambodia (Kampuchea),Government of Cambodia (Kampuchea),,KR,,,118,3,Cambodia (Kampuchea),3
300,1993,Cambodia (Kampuchea),Government of Cambodia (Kampuchea),,KR,,,274,3,Cambodia (Kampuchea),3
300,1994,Cambodia (Kampuchea),Government of Cambodia (Kampuchea),,KR,,,464,3,Cambodia (Kampuchea),3
300,1995,Cambodia (Kampuchea),Government of Cambodia (Kampuchea),,KR,,,694,3,Cambodia (Kampuchea),3
300,1996,Cambodia (Kampuchea),Government of Cambodia (Kampuchea),,KR,,,788,3,Cambodia (Kampuchea),3
300,1997,Cambodia (Kampuchea),Government of Cambodia (Kampuchea),,"FUNCINPEC, KR",,,427,3,"Cambodia (Kampuchea), Cambodia (Kampuchea), Thailand",3
300,1998,Cambodia (Kampuchea),Government of Cambodia (Kampuchea),,KR,,,235,3,"Cambodia (Kampuchea), Thailand",3
307,2000,Guinea,Government of Guinea,,RFDG,,,217,3,Guinea,4
307,2001,Guinea,Government of Guinea,,RFDG,,,432,3,"Guinea, Liberia, Sierra Leone",4
308,1989,Philippines,Government of Philippines,,MNLF,,Mindanao,115,3,Philippines,3
308,1990,Philippines,Government of Philippines,,"MILF, MNLF",,Mindanao,141,3,Philippines,3
308,1993,Philippines,Government of Philippines,,"ASG, MNLF",,Mindanao,154,3,Philippines,3
308,1994,Philippines,Government of Philippines,,"ASG, MILF",,Mindanao,196,3,Philippines,3
308,1995,Philippines,Government of Philippines,,ASG,,Mindanao,116,3,Philippines,3
308,1996,Philippines,Government of Philippines,,"ASG, MILF",,Mindanao,180,3,Philippines,3
308,1997,Philippines,Government of Philippines,,"ASG, MILF",,Mindanao,270,3,Philippines,3
308,1998,Philippines,Government of Philippines,,"ASG, MILF",,Mindanao,93,3,Philippines,3
308,1999,Philippines,Government of Philippines,,MILF,,Mindanao,106,3,Philippines,3
308,2000,Philippines,Government of Philippines,,"ASG, MILF",,Mindanao,1427,3,Philippines,3
308,2001,Philippines,Government of Philippines,,"ASG, MILF, MNLF - NM",,Mindanao,652,3,Philippines,3
308,2002,Philippines,Government of Philippines,,"ASG, MILF",,Mindanao,382,3,Philippines,3
308,2003,Philippines,Government of Philippines,,"ASG, MILF",,Mindanao,825,3,Philippines,3
308,2004,Philippines,Government of Philippines,,"ASG, MILF",,Mindanao,69,3,Philippines,3
308,2005,Philippines,Government of Philippines,,"ASG, MILF, MNLF - NM",,Mindanao,236,3,Philippines,3
308,2006,Philippines,Government of Philippines,,ASG,,Mindanao,50,3,Philippines,3
308,2007,Philippines,Government of Philippines,,"ASG, MILF, MNLF - HM",,Mindanao,307,3,Philippines,3
308,2008,Philippines,Government of Philippines,,MILF,,Mindanao,297,3,Philippines,3
308,2009,Philippines,Government of Philippines,,"ASG, MILF",,Mindanao,517,3,Philippines,3
308,2010,Philippines,Government of Philippines,,ASG,,Mindanao,74,3,Philippines,3
308,2011,Philippines,Government of Philippines,,"ASG, MILF",,Mindanao,146,3,Philippines,3
308,2012,Philippines,Government of Philippines,,"ASG, BIFM",,Mindanao,113,3,Philippines,3
308,2013,Philippines,Government of Philippines,,"ASG, BIFM, MNLF - NM",,Mindanao,349,3,Philippines,3
308,2014,Philippines,Government of Philippines,,"ASG, BIFM",,Mindanao,280,3,Philippines,3
308,2015,Philippines,Government of Philippines,,"ASG, BIFM, MILF",,Mindanao,404,3,Philippines,3
308,2016,Philippines,Government of Philippines,,"ASG, BIFM, Maute group, al-Harakat al-Islamiyah",,Mindanao,303,3,Philippines,3
308,2017,Philippines,Government of Philippines,Government of Malaysia,ASG,,Mindanao,84,4,"Malaysia, Philippines",3
309,1989,Sudan,Government of Sudan,,SPLM/A,,,4253,3,"Sudan, Uganda",4
309,1990,Sudan,Government of Sudan,,SPLM/A,,,4335,3,"Sudan, Uganda",4
309,1991,Sudan,Government of Sudan,,SPLM/A,,,1317,3,"Sudan, Uganda",4
309,1992,Sudan,Government of Sudan,,SPLM/A,,,1083,3,Sudan,4
309,1993,Sudan,Government of Sudan,,SPLM/A,,,942,3,Sudan,4
309,1994,Sudan,Government of Sudan,,SPLM/A,,,337,3,Sudan,4
309,1995,Sudan,Government of Sudan,,SPLM/A,,,1000,3,Sudan,4
309,1996,Sudan,Government of Sudan,,"NDA, SPLM/A",,,2289,3,Sudan,4
309,1997,Sudan,Government of Sudan,,"NDA, SPLM/A",,,3709,3,Sudan,4
309,1998,Sudan,Government of Sudan,,"NDA, SPLM/A",,,4891,3,Sudan,4
309,1999,Sudan,Government of Sudan,,"NDA, SPLM/A",,,1408,3,Sudan,4
309,2000,Sudan,Government of Sudan,,"NDA, SPLM/A",,,2841,3,Sudan,4
309,2001,Sudan,Government of Sudan,,"NDA, SPLM/A",,,3408,3,Sudan,4
309,2002,Sudan,Government of Sudan,,SPLM/A,,,2021,3,Sudan,4
309,2003,Sudan,Government of Sudan,", Government of Chad","JEM, SLM/A, SPLM/A",,,1999,"3, 4",Sudan,4
309,2004,Sudan,Government of Sudan,,"JEM, SLM/A, SPLM/A",,,3278,3,Sudan,4
309,2005,Sudan,Government of Sudan,,SLM/A,,,161,3,Sudan,4
309,2006,Sudan,Government of Sudan,,"NRF, SLM/A, SLM/A - MM",,,1002,3,Sudan,4
309,2007,Sudan,Government of Sudan,,"JEM, SLM/A-Unity",,,217,3,Sudan,4
309,2008,Sudan,Government of Sudan,,"JEM, SLM/A, SLM/A-Unity",,,598,3,Sudan,4
309,2009,Sudan,Government of Sudan,,"JEM, SLM/A",,,353,3,"Chad, Sudan, Sudan",4
309,2010,Sudan,Government of Sudan,,"JEM, SLM/A, SSDM/A",,,1010,3,Sudan,4
309,2011,Sudan,Government of Sudan,,"JEM, SLM/A, SPLM/A-North, SRF, SSDM/A, SSLM/A",,,1259,3,"Ethiopia, Sudan, Sudan",4
309,2012,Sudan,Government of Sudan,,SRF,,,1173,3,Sudan,4
309,2013,Sudan,Government of Sudan,,SRF,,,593,3,Sudan,4
309,2014,Sudan,Government of Sudan,,"Darfur Joint Resistance Forces, SARC, SRF",,,856,3,"South Sudan, Sudan, Sudan",4
309,2015,Sudan,Government of Sudan,,"Darfur Joint Resistance Forces, SRF",,,1264,3,"South Sudan, Sudan, Sudan",4
309,2016,Sudan,Government of Sudan,,SRF,,,1314,3,Sudan,4
309,2017,Sudan,Government of Sudan,,"SARC, SRF",,,128,3,Sudan,4
313,1989,Sri Lanka,Government of Sri Lanka,,JVP,,,388,3,Sri Lanka,3
313,1990,Sri Lanka,Government of Sri Lanka,,JVP,,,61,3,Sri Lanka,3
314,1989,Uganda,Government of Uganda,,"LRA, UPA",,,1019,3,Uganda,4
314,1990,Uganda,Government of Uganda,,"LRA, UPA",,,621,3,Uganda,4
314,1991,Uganda,Government of Uganda,,"LRA, UPA",,,853,3,Uganda,4
314,1992,Uganda,Government of Uganda,,UPA,,,72,3,Uganda,4
314,1994,Uganda,Government of Uganda,,LRA,,,149,3,Uganda,4
314,1995,Uganda,Government of Uganda,,LRA,,,295,3,"Sudan, Uganda",4
314,1996,Uganda,Government of Uganda,,"ADF, LRA, WNBF",,,1240,3,"DR Congo (Zaire), Uganda, Uganda",4
314,1997,Uganda,Government of Uganda,,"ADF, LRA, UNRF II",,,888,3,"Sudan, Uganda, Uganda",4
314,1998,Uganda,Government of Uganda,,"ADF, LRA",,,833,3,"DR Congo (Zaire), Uganda, Uganda",4
314,1999,Uganda,Government of Uganda,,ADF,,,355,3,"DR Congo (Zaire), Uganda",4
314,2000,Uganda,Government of Uganda,,"ADF, LRA",,,388,3,"DR Congo (Zaire), Uganda, Uganda",4
314,2001,Uganda,Government of Uganda,,"ADF, LRA",,,189,3,"DR Congo (Zaire), Uganda, Sudan, Uganda",4
314,2002,Uganda,Government of Uganda,,"ADF, LRA",,,1086,3,"DR Congo (Zaire), Uganda, Sudan, Uganda",4
314,2003,Uganda,Government of Uganda,,LRA,,,642,3,"Sudan, Uganda",4
314,2004,Uganda,Government of Uganda,,LRA,,,1610,3,"Sudan, Uganda",4
314,2005,Uganda,Government of Uganda,Government of Sudan,LRA,,,695,4,"Sudan, Uganda",4
314,2006,Uganda,Government of Uganda,,LRA,,,221,3,"DR Congo (Zaire), Sudan, Uganda",4
314,2007,Uganda,Government of Uganda,,ADF,,,91,3,Uganda,4
314,2008,Uganda,Government of Uganda,"Government of DR Congo (Zaire), Government of Sudan",LRA,,,53,4,"DR Congo (Zaire), Sudan",4
314,2009,Uganda,Government of Uganda,"Government of Central African Republic, Government of DR Congo (Zaire), Government of Sudan",LRA,,,238,4,"Central African Republic, DR Congo (Zaire), Sudan",4
314,2010,Uganda,Government of Uganda,"Government of Central African Republic, Government of DR Congo (Zaire), Government of Sudan, Government of DR Congo (Zaire)","ADF, LRA",,,120,4,"Central African Republic, DR Congo (Zaire), Sudan, DR Congo (Zaire)",4
314,2011,Uganda,Government of Uganda,"Government of Central African Republic, Government of DR Congo (Zaire), Government of South Sudan, Government of Sudan, Government of DR Congo (Zaire)","ADF, LRA",,,136,4,"Central African Republic, DR Congo (Zaire), South Sudan, Sudan, DR Congo (Zaire)",4
314,2013,Uganda,Government of Uganda,"Government of Central African Republic, Government of DR Congo (Zaire), Government of South Sudan, Government of DR Congo (Zaire)","ADF, LRA",,,100,4,"Central African Republic, DR Congo (Zaire), DR Congo (Zaire)",4
314,2014,Uganda,Government of Uganda,"Government of DR Congo (Zaire), Government of DR Congo (Zaire), Government of South Sudan","ADF, LRA",,,864,4,"Central African Republic, DR Congo (Zaire), DR Congo (Zaire)",4
314,2015,Uganda,Government of Uganda,Government of DR Congo (Zaire),ADF,,,197,4,DR Congo (Zaire),4
314,2016,Uganda,Government of Uganda,Government of DR Congo (Zaire),ADF,,,132,4,DR Congo (Zaire),4
314,2017,Uganda,Government of Uganda,Government of DR Congo (Zaire),ADF,,,235,4,DR Congo (Zaire),4
315,1998,United Kingdom,Government of United Kingdom,,RIRA,,Northern Ireland,29,3,United Kingdom,1
315,1989,United Kingdom,Government of United Kingdom,,PIRA,,Northern Ireland,38,3,"Germany, United Kingdom",1
315,1990,United Kingdom,Government of United Kingdom,,PIRA,,Northern Ireland,44,3,"Germany, Netherlands, United Kingdom",1
315,1991,United Kingdom,Government of United Kingdom,,PIRA,,Northern Ireland,26,3,United Kingdom,1
316,1989,El Salvador,Government of El Salvador,,FMLN,,,4925,3,El Salvador,5
316,1990,El Salvador,Government of El Salvador,,FMLN,,,848,3,El Salvador,5
316,1991,El Salvador,Government of El Salvador,,FMLN,,,88,3,El Salvador,5
322,1989,Bangladesh,Government of Bangladesh,,JSS/SB,,Chittagong Hill Tracts,26,3,Bangladesh,3
322,1990,Bangladesh,Government of Bangladesh,,JSS/SB,,Chittagong Hill Tracts,45,3,Bangladesh,3
322,1991,Bangladesh,Government of Bangladesh,,JSS/SB,,Chittagong Hill Tracts,25,3,Bangladesh,3
325,2016,Pakistan,Government of Pakistan,,"BLA, UBA",,Balochistan,89,3,Pakistan,3
325,2004,Pakistan,Government of Pakistan,,BLA,,Balochistan,43,3,Pakistan,3
325,2006,Pakistan,Government of Pakistan,,"BLA, Baloch Ittehad",,Balochistan,200,3,Pakistan,3
325,2007,Pakistan,Government of Pakistan,,BLA,,Balochistan,83,3,Pakistan,3
325,2008,Pakistan,Government of Pakistan,,"BLA, BRA",,Balochistan,197,3,Pakistan,3
325,2009,Pakistan,Government of Pakistan,,"BLA, BRA",,Balochistan,81,3,Pakistan,3
325,2011,Pakistan,Government of Pakistan,,BLA,,Balochistan,42,3,Pakistan,3
325,2012,Pakistan,Government of Pakistan,,"BLA, BLF, BRA",,Balochistan,118,3,Pakistan,3
325,2013,Pakistan,Government of Pakistan,,BLA,,Balochistan,45,3,Pakistan,3
325,2014,Pakistan,Government of Pakistan,,"BLA, BRA",,Balochistan,90,3,Pakistan,3
325,2015,Pakistan,Government of Pakistan,,"BLA, BLF, BRA",,Balochistan,89,3,Pakistan,3
326,2003,Eritrea,Government of Eritrea,,EIJM - AS,,,57,3,Eritrea,4
326,1997,Eritrea,Government of Eritrea,,EIJM - AS,,,31,3,Eritrea,4
326,1999,Eritrea,Government of Eritrea,,EIJM - AS,,,25,3,Eritrea,4
327,1989,Angola,Government of Angola,Government of Cuba,UNITA,,,2810,4,Angola,4
327,1990,Angola,Government of Angola,,UNITA,,,2558,3,Angola,4
327,1991,Angola,Government of Angola,,UNITA,,,491,3,Angola,4
327,1992,Angola,Government of Angola,,UNITA,,,2321,3,Angola,4
327,1993,Angola,Government of Angola,,UNITA,,,12054,3,Angola,4
327,1994,Angola,Government of Angola,,UNITA,,,3924,3,"Angola, DR Congo (Zaire)",4
327,1995,Angola,Government of Angola,,UNITA,,,162,3,Angola,4
327,1998,Angola,Government of Angola,,UNITA,,,1041,3,Angola,4
327,1999,Angola,Government of Angola,Government of Namibia,UNITA,,,2273,4,"Angola, Namibia",4
327,2000,Angola,Government of Angola,Government of Namibia,UNITA,,,1000,4,"Angola, Namibia",4
327,2001,Angola,Government of Angola,Government of Namibia,UNITA,,,1123,4,Angola,4
327,2002,Angola,Government of Angola,Government of Namibia,UNITA,,,461,4,"Angola, Namibia",4
329,1993,Ethiopia,Government of Ethiopia,,AIAI,,Ogaden,36,3,Ethiopia,4
329,1994,Ethiopia,Government of Ethiopia,,ONLF,,Ogaden,50,3,Ethiopia,4
329,1996,Ethiopia,Government of Ethiopia,,"AIAI, ONLF",,Ogaden,211,3,"Ethiopia, Ethiopia, Somalia",4
329,1998,Ethiopia,Government of Ethiopia,,ONLF,,Ogaden,25,3,Ethiopia,4
329,1999,Ethiopia,Government of Ethiopia,,"AIAI, ONLF",,Ogaden,50,3,"Ethiopia, Somalia",4
329,2000,Ethiopia,Government of Ethiopia,,ONLF,,Ogaden,25,3,Ethiopia,4
329,2001,Ethiopia,Government of Ethiopia,,ONLF,,Ogaden,25,3,Ethiopia,4
329,2002,Ethiopia,Government of Ethiopia,,ONLF,,Ogaden,25,3,Ethiopia,4
329,2003,Ethiopia,Government of Ethiopia,,ONLF,,Ogaden,25,3,Ethiopia,4
329,2004,Ethiopia,Government of Ethiopia,,ONLF,,Ogaden,25,3,"Ethiopia, Somalia",4
329,2005,Ethiopia,Government of Ethiopia,,ONLF,,Ogaden,58,3,Ethiopia,4
329,2006,Ethiopia,Government of Ethiopia,,ONLF,,Ogaden,25,3,Ethiopia,4
329,2007,Ethiopia,Government of Ethiopia,,ONLF,,Ogaden,152,3,Ethiopia,4
329,2008,Ethiopia,Government of Ethiopia,,ONLF,,Ogaden,25,3,Ethiopia,4
329,2009,Ethiopia,Government of Ethiopia,,ONLF,,Ogaden,473,3,Ethiopia,4
329,2010,Ethiopia,Government of Ethiopia,,ONLF,,Ogaden,126,3,"Ethiopia, Somalia",4
329,2011,Ethiopia,Government of Ethiopia,,ONLF,,Ogaden,25,3,"Ethiopia, Kenya",4
329,2012,Ethiopia,Government of Ethiopia,,ONLF,,Ogaden,25,3,Ethiopia,4
329,2013,Ethiopia,Government of Ethiopia,,ONLF,,Ogaden,52,3,Ethiopia,4
329,2014,Ethiopia,Government of Ethiopia,,ONLF,,Ogaden,25,3,Ethiopia,4
329,2015,Ethiopia,Government of Ethiopia,,ONLF,,Ogaden,25,3,Ethiopia,4
329,2016,Ethiopia,Government of Ethiopia,,ONLF,,Ogaden,25,3,Ethiopia,4
330,1992,Indonesia,Government of Indonesia,,Fretilin,,East Timor,39,3,Indonesia,3
330,1997,Indonesia,Government of Indonesia,,Fretilin,,East Timor,51,3,Indonesia,3
330,1998,Indonesia,Government of Indonesia,,Fretilin,,East Timor,30,3,Indonesia,3
330,1999,Indonesia,Government of Indonesia,,Fretilin,,East Timor,26,3,Indonesia,3
331,1989,Morocco,Government of Morocco,,POLISARIO,,Western Sahara,207,3,Morocco,4
332,2016,Mozambique,Government of Mozambique,,Renamo,,,26,3,Mozambique,4
332,1989,Mozambique,Government of Mozambique,Government of Zimbabwe (Rhodesia),Renamo,,,1149,4,Mozambique,4
332,1990,Mozambique,Government of Mozambique,Government of Zimbabwe (Rhodesia),Renamo,,,1577,4,Mozambique,4
332,1991,Mozambique,Government of Mozambique,,Renamo,,,1326,3,Mozambique,4
332,1992,Mozambique,Government of Mozambique,,Renamo,,,309,3,Mozambique,4
332,2013,Mozambique,Government of Mozambique,,Renamo,,,27,3,Mozambique,4
333,1989,Afghanistan,Government of Afghanistan,Government of Russia (Soviet Union),"Hizb-i Islami-yi Afghanistan, Hizb-i Islami-yi Afghanistan - Khalis faction, Hizb-i Wahdat, Jam'iyyat-i Islami-yi Afghanistan, Mahaz-i Milli-yi Islami-yi Afghanistan",,,5174,4,Afghanistan,3
333,1990,Afghanistan,Government of Afghanistan,,"Hizb-i Islami-yi Afghanistan, Hizb-i Islami-yi Afghanistan - Khalis faction, Hizb-i Wahdat, Jam'iyyat-i Islami-yi Afghanistan, Military faction (forces of Shahnawaz Tanay)",,,1478,3,Afghanistan,3
333,1991,Afghanistan,Government of Afghanistan,,"Hizb-i Islami-yi Afghanistan, Hizb-i Islami-yi Afghanistan - Khalis faction, Hizb-i Wahdat, Jam'iyyat-i Islami-yi Afghanistan",,,3302,3,Afghanistan,3
333,1992,Afghanistan,Government of Afghanistan,,"Hizb-i Islami-yi Afghanistan, Hizb-i Wahdat, Jam'iyyat-i Islami-yi Afghanistan",,,4276,3,Afghanistan,3
333,1993,Afghanistan,Government of Afghanistan,,"Hizb-i Islami-yi Afghanistan, Hizb-i Wahdat, Junbish-i Milli-yi Islami",,,3721,3,Afghanistan,3
333,1994,Afghanistan,Government of Afghanistan,,"Hizb-i Islami-yi Afghanistan, Hizb-i Wahdat, Junbish-i Milli-yi Islami",,,8937,3,Afghanistan,3
333,1995,Afghanistan,Government of Afghanistan,,"Hizb-i Islami-yi Afghanistan, Hizb-i Wahdat, Junbish-i Milli-yi Islami, Taleban",,,5516,3,"Afghanistan, Afghanistan, Pakistan",3
333,1996,Afghanistan,Government of Afghanistan,,"Jam'iyyat-i Islami-yi Afghanistan, Taleban, UIFSA",,,3177,3,Afghanistan,3
