country,city,mean_pm10_ug_per_m3,year,mean_pm2.5_ug_per_m3,year2,city_country
Turkey,RIZE,27,2012,16,2012,"RIZE, Turkey"
Turkey,YALOVA,23,2012,14,2012,"YALOVA, Turkey"
Turkey,CANAKKALE,19,2012,11,2012,"CANAKKALE, Turkey"
Turkey,GIRESUN,11,2012,7,2012,"GIRESUN, Turkey"
Uganda,Kampala,170,2013,104,2013,"Kampala, Uganda"
Unit. Rep. of Tanzania,Morogoro,35,2011,23,2011,"Morogoro, Unit. Rep. of Tanzania"
United Arab Emirates,Al Gharbia - Bida Zayed,146,2013,61,2013,"Al Gharbia - Bida Zayed, United Arab Emirates"
United Arab Emirates,Al Gharbia - Gayathi,145,2013,61,2013,"Al Gharbia - Gayathi, United Arab Emirates"
United Arab Emirates,Al Gharbia - Liwa Oasis,133,2013,56,2013,"Al Gharbia - Liwa Oasis, United Arab Emirates"
United Arab Emirates,Abu Dhabi,132,2013,55,2013,"Abu Dhabi, United Arab Emirates"
United Arab Emirates,Al Ain,123,2013,52,2013,"Al Ain, United Arab Emirates"
United Kingdom,GIBRALTAR,31,2013,14,2013,"GIBRALTAR, United Kingdom"
United Kingdom,PORT TALBOT,25,2013,14,2013,"PORT TALBOT, United Kingdom"
United Kingdom,STANFORD-LE-HOPE,24,2013,14,2013,"STANFORD-LE-HOPE, United Kingdom"
United Kingdom,GLASGOW,22,2013,16,2013,"GLASGOW, United Kingdom"
United Kingdom,LONDON,22,2013,15,2013,"LONDON, United Kingdom"
United Kingdom,SCUNTHORPE,22,2013,15,2013,"SCUNTHORPE, United Kingdom"
United Kingdom,LEEDS,21,2013,15,2013,"LEEDS, United Kingdom"
United Kingdom,EASTBOURNE,21,2013,15,2013,"EASTBOURNE, United Kingdom"
United Kingdom,NOTTINGHAM,21,2013,12,2013,"NOTTINGHAM, United Kingdom"
United Kingdom,SOUTHAMPTON,21,2013,15,2013,"SOUTHAMPTON, United Kingdom"
United Kingdom,OXFORD,20,2013,13,2013,"OXFORD, United Kingdom"
United Kingdom,STOKE - ON - TRENT,20,2013,13,2013,"STOKE - ON - TRENT, United Kingdom"
United Kingdom,MIDDLESBROUGH,19,2013,10,2013,"MIDDLESBROUGH, United Kingdom"
United Kingdom,CHEPSTOW,19,2013,14,2013,"CHEPSTOW, United Kingdom"
United Kingdom,THURROCK,19,2013,13,2013,"THURROCK, United Kingdom"
United Kingdom,SWANSEA,19,2013,11,2013,"SWANSEA, United Kingdom"
United Kingdom,ARMAGH,19,2013,13,2013,"ARMAGH, United Kingdom"
United Kingdom,CARDIFF,18,2013,13,2013,"CARDIFF, United Kingdom"
United Kingdom,BIRMINGHAM,18,2013,14,2013,"BIRMINGHAM, United Kingdom"
United Kingdom,MANCHESTER (Greate Manchester City Region),18,2015,9,2015,"MANCHESTER (Greate Manchester City Region), United Kingdom"
United Kingdom,PLYMOUTH,18,2013,12,2013,"PLYMOUTH, United Kingdom"
United Kingdom,NEWPORT,18,2013,12,2013,"NEWPORT, United Kingdom"
United Kingdom,PORTSMOUTH,18,2013,13,2013,"PORTSMOUTH, United Kingdom"
United Kingdom,WIGAN,18,2013,12,2013,"WIGAN, United Kingdom"
United Kingdom,LEAMINGTON SPA,17,2013,12,2013,"LEAMINGTON SPA, United Kingdom"
United Kingdom,BRISTOL,17,2013,12,2013,"BRISTOL, United Kingdom"
United Kingdom,BELFAST,17,2013,11,2013,"BELFAST, United Kingdom"
United Kingdom,WARRINGTON,17,2013,13,2013,"WARRINGTON, United Kingdom"
United Kingdom,WREXHAM,17,2013,10,2013,"WREXHAM, United Kingdom"
United Kingdom,STOCKTON-ON-TEES,16,2013,10,2013,"STOCKTON-ON-TEES, United Kingdom"
United Kingdom,CHESTERFIELD,16,2013,10,2013,"CHESTERFIELD, United Kingdom"
United Kingdom,CARLISLE,16,2013,11,2013,"CARLISLE, United Kingdom"
United Kingdom,PRESTONPANS,16,2013,11,2013,"PRESTONPANS, United Kingdom"
United Kingdom,BRIGHTON,15,2013,11,2013,"BRIGHTON, United Kingdom"
United Kingdom,READING,15,2013,9,2013,"READING, United Kingdom"
United Kingdom,YORK,15,2013,12,2013,"YORK, United Kingdom"
United Kingdom,BIRKENHEAD,15,2013,10,2013,"BIRKENHEAD, United Kingdom"
United Kingdom,SALTASH,15,2013,10,2013,"SALTASH, United Kingdom"
United Kingdom,SOUTHEND - ON - SEA,14,2013,10,2013,"SOUTHEND - ON - SEA, United Kingdom"
United Kingdom,LONDONDERRY,14,2013,11,2013,"LONDONDERRY, United Kingdom"
United Kingdom,NORWICH,14,2013,13,2013,"NORWICH, United Kingdom"
United Kingdom,HULL,14,2013,12,2013,"HULL, United Kingdom"
United Kingdom,LIVERPOOL,14,2013,11,2013,"LIVERPOOL, United Kingdom"
United Kingdom,GRANGEMOUTH,13,2013,9,2013,"GRANGEMOUTH, United Kingdom"
United Kingdom,EDINBURGH,13,2013,7,2013,"EDINBURGH, United Kingdom"
United Kingdom,ABERDEEN,13,2013,8,2013,"ABERDEEN, United Kingdom"
United Kingdom,BOURNEMOUTH,12,2013,9,2013,"BOURNEMOUTH, United Kingdom"
United Kingdom,SUNDERLAND,12,2013,9,2013,"SUNDERLAND, United Kingdom"
United Kingdom,NEWCASTLE UPON TYNE,12,2013,10,2013,"NEWCASTLE UPON TYNE, United Kingdom"
United Kingdom,INVERNESS,11,2013,6,2013,"INVERNESS, United Kingdom"
United States of America,"Visalia-Porterville, CA",33,2014,17,2014,"Visalia-Porterville, CA, United States of America"
United States of America,"Hanford-Corcoran, CA",30,2014,16,2014,"Hanford-Corcoran, CA, United States of America"
United States of America,"Portola,Plumas,CA",28,2014,15,2014,"Portola,Plumas,CA, United States of America"
United States of America,"Fresno, CA",27,2014,15,2014,"Fresno, CA, United States of America"
United States of America,"Elkhart-Goshen, IN",27,2014,15,2014,"Elkhart-Goshen, IN, United States of America"
United States of America,"Madera, CA",25,2014,14,2014,"Madera, CA, United States of America"
United States of America,"Lancaster, PA",24,2014,13,2014,"Lancaster, PA, United States of America"
United States of America,"Lebanon, PA",23,2014,12,2014,"Lebanon, PA, United States of America"
United States of America,"Not in a City,Lemhi,ID",23,2014,12,2014,"Not in a City,Lemhi,ID, United States of America"
United States of America,"Goldsboro, NC",22,2014,12,2014,"Goldsboro, NC, United States of America"
United States of America,"Napa, CA",22,2014,12,2014,"Napa, CA, United States of America"
United States of America,"Modesto, CA",21,2014,11,2014,"Modesto, CA, United States of America"
United States of America,"Chicago-Naperville-Joliet, IL-IN-WI",21,2014,11,2014,"Chicago-Naperville-Joliet, IL-IN-WI, United States of America"
United States of America,"Indianapolis-Carmel, IN",21,2014,11,2014,"Indianapolis-Carmel, IN, United States of America"
United States of America,"Louisville/Jefferson County, KY-IN",21,2014,11,2014,"Louisville/Jefferson County, KY-IN, United States of America"
United States of America,"Johnstown, PA",21,2014,11,2014,"Johnstown, PA, United States of America"
United States of America,"Evansville, IN-KY",20,2014,11,2014,"Evansville, IN-KY, United States of America"
United States of America,"Fort Wayne, IN",20,2014,11,2014,"Fort Wayne, IN, United States of America"
United States of America,"St. Louis, MO-IL",20,2014,11,2014,"St. Louis, MO-IL, United States of America"
United States of America,"Altoona, PA",20,2014,11,2014,"Altoona, PA, United States of America"
United States of America,"Canton-Massillon, OH",20,2014,11,2014,"Canton-Massillon, OH, United States of America"
United States of America,"Jasper, IN",20,2014,11,2014,"Jasper, IN, United States of America"
United States of America,"Terre Haute, IN",20,2014,11,2014,"Terre Haute, IN, United States of America"
United States of America,"Birmingham-Hoover, AL",20,2014,11,2014,"Birmingham-Hoover, AL, United States of America"
United States of America,"Merced, CA",20,2014,11,2014,"Merced, CA, United States of America"
United States of America,"Owensboro, KY",20,2014,11,2014,"Owensboro, KY, United States of America"
United States of America,"Stockton, CA",20,2014,10,2014,"Stockton, CA, United States of America"
United States of America,"Riverside-San Bernardino-Ontario, CA",20,2014,10,2014,"Riverside-San Bernardino-Ontario, CA, United States of America"
United States of America,"Gordon,Wilkinson,GA",20,2014,10,2014,"Gordon,Wilkinson,GA, United States of America"
United States of America,"Dale,Spencer,IN",19,2014,10,2014,"Dale,Spencer,IN, United States of America"
United States of America,"Erie, PA",19,2014,10,2014,"Erie, PA, United States of America"
United States of America,"Los Angeles-Long Beach-Santa Ana, CA",19,2014,10,2014,"Los Angeles-Long Beach-Santa Ana, CA, United States of America"
United States of America,"Fort Madison-Keokuk, IA-MO",19,2014,10,2014,"Fort Madison-Keokuk, IA-MO, United States of America"
United States of America,"Lafayette, IN",19,2014,10,2014,"Lafayette, IN, United States of America"
United States of America,"Youngstown-Warren-Boardman, OH-PA",19,2014,10,2014,"Youngstown-Warren-Boardman, OH-PA, United States of America"
United States of America,"St. Joseph, MO-KS",19,2014,10,2014,"St. Joseph, MO-KS, United States of America"
United States of America,"Weirton-Steubenville, WV-OH",19,2014,10,2014,"Weirton-Steubenville, WV-OH, United States of America"
United States of America,"Wheeling, WV-OH",19,2014,10,2014,"Wheeling, WV-OH, United States of America"
United States of America,"Muscatine, IA",19,2014,10,2014,"Muscatine, IA, United States of America"
United States of America,"Toledo, OH",19,2014,10,2014,"Toledo, OH, United States of America"
United States of America,"Columbus, OH",19,2014,10,2014,"Columbus, OH, United States of America"
United States of America,"Pittsburgh, PA",19,2014,10,2014,"Pittsburgh, PA, United States of America"
United States of America,"Akron, OH",19,2014,10,2014,"Akron, OH, United States of America"
United States of America,"Anderson, IN",19,2014,10,2014,"Anderson, IN, United States of America"
United States of America,"Clinton, IA",19,2014,10,2014,"Clinton, IA, United States of America"
United States of America,"Elizabethtown, KY",19,2014,10,2014,"Elizabethtown, KY, United States of America"
United States of America,"Paducah, KY-IL",19,2014,10,2014,"Paducah, KY-IL, United States of America"
United States of America,"Atlanta-Sandy Springs-Marietta, GA",19,2014,10,2014,"Atlanta-Sandy Springs-Marietta, GA, United States of America"
United States of America,"Cincinnati-Middletown, OH-KY-IN",19,2014,10,2014,"Cincinnati-Middletown, OH-KY-IN, United States of America"
United States of America,"Athens-Clarke County, GA",19,2014,10,2014,"Athens-Clarke County, GA, United States of America"
United States of America,"Fairbanks, AK",19,2014,10,2014,"Fairbanks, AK, United States of America"
United States of America,"Muncie, IN",19,2014,10,2014,"Muncie, IN, United States of America"
United States of America,"Cleveland-Elyria-Mentor, OH",18,2014,10,2014,"Cleveland-Elyria-Mentor, OH, United States of America"
United States of America,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",18,2014,10,2014,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD, United States of America"
United States of America,"El Centro, CA",18,2014,10,2014,"El Centro, CA, United States of America"
United States of America,"Columbus, GA-AL",18,2014,10,2014,"Columbus, GA-AL, United States of America"
United States of America,"Hattiesburg, MS",18,2014,10,2014,"Hattiesburg, MS, United States of America"
United States of America,"Houston-Sugar Land-Baytown, TX",18,2014,10,2014,"Houston-Sugar Land-Baytown, TX, United States of America"
United States of America,"South Bend-Mishawaka, IN-MI",18,2014,10,2014,"South Bend-Mishawaka, IN-MI, United States of America"
United States of America,"Little Rock-North Little Rock-Conway, AR",18,2014,10,2014,"Little Rock-North Little Rock-Conway, AR, United States of America"
United States of America,"Macon, GA",18,2014,10,2014,"Macon, GA, United States of America"
United States of America,"Dallas-Fort Worth-Arlington, TX",18,2014,10,2014,"Dallas-Fort Worth-Arlington, TX, United States of America"
United States of America,"Michigan City-La Porte, IN",18,2014,10,2014,"Michigan City-La Porte, IN, United States of America"
United States of America,"Not in a City,Caswell,NC",18,2014,10,2014,"Not in a City,Caswell,NC, United States of America"
United States of America,"Nashville-Davidson-Murfreesboro-Franklin, TN",18,2014,9,2014,"Nashville-Davidson-Murfreesboro-Franklin, TN, United States of America"
United States of America,"Bloomington, IN",18,2014,9,2014,"Bloomington, IN, United States of America"
United States of America,"Detroit-Warren-Livonia, MI",18,2014,9,2014,"Detroit-Warren-Livonia, MI, United States of America"
United States of America,"Harrisburg-Carlisle, PA",18,2014,9,2014,"Harrisburg-Carlisle, PA, United States of America"
United States of America,"McAllen-Edinburg-Mission, TX",18,2014,9,2014,"McAllen-Edinburg-Mission, TX, United States of America"
United States of America,"New Castle, IN",18,2014,9,2014,"New Castle, IN, United States of America"
United States of America,"Prineville, OR",18,2014,9,2014,"Prineville, OR, United States of America"
United States of America,"Reading, PA",18,2014,9,2014,"Reading, PA, United States of America"
United States of America,"Sandersville,Washington,GA",18,2014,9,2014,"Sandersville,Washington,GA, United States of America"
United States of America,"Vallejo-Fairfield, CA",18,2014,9,2014,"Vallejo-Fairfield, CA, United States of America"
United States of America,"Davenport-Moline-Rock Island, IA-IL",18,2014,9,2014,"Davenport-Moline-Rock Island, IA-IL, United States of America"
United States of America,"Ann Arbor, MI",18,2014,9,2014,"Ann Arbor, MI, United States of America"
United States of America,"State College, PA",18,2014,9,2014,"State College, PA, United States of America"
United States of America,"Thomasville-Lexington, NC",18,2014,9,2014,"Thomasville-Lexington, NC, United States of America"
United States of America,"Bakersfield, CA",17,2014,9,2014,"Bakersfield, CA, United States of America"
United States of America,"Cedar Rapids, IA",17,2014,9,2014,"Cedar Rapids, IA, United States of America"
United States of America,"Grand Rapids-Wyoming, MI",17,2014,9,2014,"Grand Rapids-Wyoming, MI, United States of America"
United States of America,"Jackson, MS",17,2014,9,2014,"Jackson, MS, United States of America"
United States of America,"Milwaukee-Waukesha-West Allis, WI",17,2014,9,2014,"Milwaukee-Waukesha-West Allis, WI, United States of America"
United States of America,"Nogales, AZ",17,2014,9,2014,"Nogales, AZ, United States of America"
United States of America,"Knoxville, TN",17,2014,9,2014,"Knoxville, TN, United States of America"
United States of America,"Kalamazoo-Portage, MI",17,2014,9,2014,"Kalamazoo-Portage, MI, United States of America"
United States of America,"Parkersburg-Marietta-Vienna, WV-OH",17,2014,9,2014,"Parkersburg-Marietta-Vienna, WV-OH, United States of America"
United States of America,"Pascagoula, MS",17,2014,9,2014,"Pascagoula, MS, United States of America"
United States of America,"Texarkana, TX-Texarkana, AR",17,2014,9,2014,"Texarkana, TX-Texarkana, AR, United States of America"
United States of America,"Baltimore-Towson, MD",17,2014,9,2014,"Baltimore-Towson, MD, United States of America"
United States of America,"Augusta-Richmond County, GA-SC",17,2014,9,2014,"Augusta-Richmond County, GA-SC, United States of America"
United States of America,"Corpus Christi, TX",17,2014,9,2014,"Corpus Christi, TX, United States of America"
United States of America,"Clarksville, TN-KY",17,2014,9,2014,"Clarksville, TN-KY, United States of America"
United States of America,"Fairmont, WV",17,2014,9,2014,"Fairmont, WV, United States of America"
United States of America,"Hagerstown-Martinsburg, MD-WV",17,2014,9,2014,"Hagerstown-Martinsburg, MD-WV, United States of America"
United States of America,"Not in a City,Neosho,KS",17,2014,9,2014,"Not in a City,Neosho,KS, United States of America"
United States of America,"Columbia, SC",17,2014,9,2014,"Columbia, SC, United States of America"
United States of America,"Dayton, OH",17,2014,9,2014,"Dayton, OH, United States of America"
United States of America,"Bowling Green, KY",17,2014,9,2014,"Bowling Green, KY, United States of America"
United States of America,"Charleston, WV",17,2014,9,2014,"Charleston, WV, United States of America"
United States of America,"Florence-Muscle Shoals, AL",17,2014,9,2014,"Florence-Muscle Shoals, AL, United States of America"
United States of America,"Florence, SC",17,2014,9,2014,"Florence, SC, United States of America"
United States of America,"Keene, NH",17,2014,9,2014,"Keene, NH, United States of America"
United States of America,"Lansing-East Lansing, MI",17,2014,9,2014,"Lansing-East Lansing, MI, United States of America"
United States of America,"Lexington-Fayette, KY",17,2014,9,2014,"Lexington-Fayette, KY, United States of America"
United States of America,"Mena,Polk,AR",17,2014,9,2014,"Mena,Polk,AR, United States of America"
United States of America,"Montgomery, AL",17,2014,9,2014,"Montgomery, AL, United States of America"
United States of America,"Sanford, NC",17,2014,9,2014,"Sanford, NC, United States of America"
United States of America,"Springfield, MO",17,2014,9,2014,"Springfield, MO, United States of America"
United States of America,"Tuscaloosa, AL",17,2014,9,2014,"Tuscaloosa, AL, United States of America"
United States of America,"Warner Robins, GA",17,2014,9,2014,"Warner Robins, GA, United States of America"
United States of America,"Raleigh-Cary, NC",17,2014,9,2014,"Raleigh-Cary, NC, United States of America"
United States of America,"Decatur, AL",17,2014,9,2014,"Decatur, AL, United States of America"
United States of America,"Fort Smith, AR-OK",17,2014,9,2014,"Fort Smith, AR-OK, United States of America"
United States of America,"Libby,Lincoln,MT",17,2014,9,2014,"Libby,Lincoln,MT, United States of America"
United States of America,"McAlester, OK",17,2014,9,2014,"McAlester, OK, United States of America"
United States of America,"Somerset, KY",17,2014,9,2014,"Somerset, KY, United States of America"
United States of America,"Spartanburg, SC",17,2014,9,2014,"Spartanburg, SC, United States of America"
United States of America,"Talladega-Sylacauga, AL",17,2014,9,2014,"Talladega-Sylacauga, AL, United States of America"
United States of America,"Tallahassee, FL",17,2014,9,2014,"Tallahassee, FL, United States of America"
United States of America,"Waterloo-Cedar Falls, IA",17,2014,9,2014,"Waterloo-Cedar Falls, IA, United States of America"
United States of America,"Chattanooga, TN-GA",17,2014,9,2014,"Chattanooga, TN-GA, United States of America"
United States of America,"Memphis, TN-MS-AR",17,2014,9,2014,"Memphis, TN-MS-AR, United States of America"
United States of America,"Oklahoma City, OK",17,2014,9,2014,"Oklahoma City, OK, United States of America"
United States of America,"Candor,Montgomery,NC",16,2014,9,2014,"Candor,Montgomery,NC, United States of America"
United States of America,"Tulsa, OK",16,2014,9,2014,"Tulsa, OK, United States of America"
United States of America,"Austin-Round Rock, TX",16,2014,9,2014,"Austin-Round Rock, TX, United States of America"
United States of America,"Allentown-Bethlehem-Easton, PA-NJ",16,2014,9,2014,"Allentown-Bethlehem-Easton, PA-NJ, United States of America"
United States of America,"Wichita, KS",16,2014,9,2014,"Wichita, KS, United States of America"
United States of America,"Butte-Silver Bow, MT",16,2014,9,2014,"Butte-Silver Bow, MT, United States of America"
United States of America,"Dyersburg, TN",16,2014,9,2014,"Dyersburg, TN, United States of America"
United States of America,"Green Bay, WI",16,2014,9,2014,"Green Bay, WI, United States of America"
United States of America,"Greenville-Mauldin-Easley, SC",16,2014,9,2014,"Greenville-Mauldin-Easley, SC, United States of America"
United States of America,"Gulfport-Biloxi, MS",16,2014,9,2014,"Gulfport-Biloxi, MS, United States of America"
United States of America,"Harriman, TN",16,2014,9,2014,"Harriman, TN, United States of America"
United States of America,"Hickory-Lenoir-Morganton, NC",16,2014,9,2014,"Hickory-Lenoir-Morganton, NC, United States of America"
United States of America,"Hot Springs, AR",16,2014,9,2014,"Hot Springs, AR, United States of America"
United States of America,"Stuttgart,Arkansas,AR",16,2014,9,2014,"Stuttgart,Arkansas,AR, United States of America"
United States of America,"Athens, TN",16,2014,9,2014,"Athens, TN, United States of America"
United States of America,"Burns,Harney,OR",16,2014,9,2014,"Burns,Harney,OR, United States of America"
United States of America,"El Dorado, AR",16,2014,9,2014,"El Dorado, AR, United States of America"
United States of America,"El Paso, TX",16,2014,9,2014,"El Paso, TX, United States of America"
United States of America,"Huntsville, AL",16,2014,9,2014,"Huntsville, AL, United States of America"
United States of America,"Medford, OR",16,2014,9,2014,"Medford, OR, United States of America"
United States of America,"Middlesborough, KY",16,2014,9,2014,"Middlesborough, KY, United States of America"
United States of America,"Mobile, AL",16,2014,9,2014,"Mobile, AL, United States of America"
United States of America,"Not in a City,Delaware,IA",16,2014,9,2014,"Not in a City,Delaware,IA, United States of America"
United States of America,"Quincy,Plumas,CA",16,2014,9,2014,"Quincy,Plumas,CA, United States of America"
United States of America,"Salisbury, NC",16,2014,9,2014,"Salisbury, NC, United States of America"
United States of America,"Valdosta, GA",16,2014,9,2014,"Valdosta, GA, United States of America"
United States of America,"Winchester, VA-WV",16,2014,9,2014,"Winchester, VA-WV, United States of America"
United States of America,"Yreka,Siskiyou,CA",16,2014,9,2014,"Yreka,Siskiyou,CA, United States of America"
United States of America,"Madison, WI",16,2014,8,2014,"Madison, WI, United States of America"
United States of America,"Ashland, AL",16,2014,8,2014,"Ashland, AL, United States of America"
United States of America,"Daphne-Fairhope-Foley, AL",16,2014,8,2014,"Daphne-Fairhope-Foley, AL, United States of America"
United States of America,"Fayetteville, NC",16,2014,8,2014,"Fayetteville, NC, United States of America"
United States of America,"Flint, MI",16,2014,8,2014,"Flint, MI, United States of America"
United States of America,"Gainesville, GA",16,2014,8,2014,"Gainesville, GA, United States of America"
United States of America,"Marshall, TX",16,2014,8,2014,"Marshall, TX, United States of America"
United States of America,"Rutland, VT",16,2014,8,2014,"Rutland, VT, United States of America"
United States of America,"Winston-Salem, NC",16,2014,8,2014,"Winston-Salem, NC, United States of America"
United States of America,"Washington-Arlington-Alexandria, DC-VA-MD-WV",16,2014,8,2014,"Washington-Arlington-Alexandria, DC-VA-MD-WV, United States of America"
United States of America,"New York-Northern New Jersey-Long Island, NY-NJ-PA",16,2014,8,2014,"New York-Northern New Jersey-Long Island, NY-NJ-PA, United States of America"
United States of America,"Adrian, MI",16,2014,8,2014,"Adrian, MI, United States of America"
United States of America,"Charleston-North Charleston, SC",16,2014,8,2014,"Charleston-North Charleston, SC, United States of America"
United States of America,"Chico, CA",16,2014,8,2014,"Chico, CA, United States of America"
United States of America,"Cookeville, TN",16,2014,8,2014,"Cookeville, TN, United States of America"
United States of America,"East Stroudsburg, PA",16,2014,8,2014,"East Stroudsburg, PA, United States of America"
United States of America,"Kansas City, MO-KS",16,2014,8,2014,"Kansas City, MO-KS, United States of America"
United States of America,"Klamath Falls, OR",16,2014,8,2014,"Klamath Falls, OR, United States of America"
United States of America,"San Antonio, TX",16,2014,8,2014,"San Antonio, TX, United States of America"
United States of America,"Oxnard-Thousand Oaks-Ventura, CA",16,2014,8,2014,"Oxnard-Thousand Oaks-Ventura, CA, United States of America"
United States of America,"Charlotte-Gastonia-Concord, NC-SC",16,2014,8,2014,"Charlotte-Gastonia-Concord, NC-SC, United States of America"
United States of America,"Huntington-Ashland, WV-KY-OH",16,2014,8,2014,"Huntington-Ashland, WV-KY-OH, United States of America"
United States of America,"Allegan, MI",16,2014,8,2014,"Allegan, MI, United States of America"
United States of America,"Clarksburg, WV",16,2014,8,2014,"Clarksburg, WV, United States of America"
United States of America,"Crossett,Ashley,AR",16,2014,8,2014,"Crossett,Ashley,AR, United States of America"
United States of America,"Fayetteville-Springdale-Rogers, AR-MO",16,2014,8,2014,"Fayetteville-Springdale-Rogers, AR-MO, United States of America"
United States of America,"Harrisonburg, VA",16,2014,8,2014,"Harrisonburg, VA, United States of America"
United States of America,"San Luis Obispo-Paso Robles, CA",16,2014,8,2014,"San Luis Obispo-Paso Robles, CA, United States of America"
United States of America,"Phoenix-Mesa-Scottsdale, AZ",15,2014,8,2014,"Phoenix-Mesa-Scottsdale, AZ, United States of America"
United States of America,"Appleton, WI",15,2014,8,2014,"Appleton, WI, United States of America"
United States of America,"Cambridge, MD",15,2014,8,2014,"Cambridge, MD, United States of America"
United States of America,"Kingsport-Bristol-Bristol, TN-VA",15,2014,8,2014,"Kingsport-Bristol-Bristol, TN-VA, United States of America"
United States of America,"Lakeview,Lake,OR",15,2014,8,2014,"Lakeview,Lake,OR, United States of America"
United States of America,"Lumberton, NC",15,2014,8,2014,"Lumberton, NC, United States of America"
United States of America,"Morgantown, WV",15,2014,8,2014,"Morgantown, WV, United States of America"
United States of America,"New Haven-Milford, CT",15,2014,8,2014,"New Haven-Milford, CT, United States of America"
United States of America,"Not in a City,Van Buren,IA",15,2014,8,2014,"Not in a City,Van Buren,IA, United States of America"
United States of America,"Pikeville,Pike,KY",15,2014,8,2014,"Pikeville,Pike,KY, United States of America"
United States of America,"San Francisco-Oakland-Fremont, CA",15,2014,8,2014,"San Francisco-Oakland-Fremont, CA, United States of America"
United States of America,"Beaver Dam, WI",15,2014,8,2014,"Beaver Dam, WI, United States of America"
United States of America,"Columbia, TN",15,2014,8,2014,"Columbia, TN, United States of America"
United States of America,"Niles-Benton Harbor, MI",15,2014,8,2014,"Niles-Benton Harbor, MI, United States of America"
United States of America,"Not in a City,Chesterfield,SC",15,2014,8,2014,"Not in a City,Chesterfield,SC, United States of America"
United States of America,"Richmond-Berea, KY",15,2014,8,2014,"Richmond-Berea, KY, United States of America"
United States of America,"Sioux City, IA-NE-SD",15,2014,8,2014,"Sioux City, IA-NE-SD, United States of America"
United States of America,"Topeka, KS",15,2014,8,2014,"Topeka, KS, United States of America"
United States of America,"Baton Rouge, LA",15,2014,8,2014,"Baton Rouge, LA, United States of America"
United States of America,"Hazard,Perry,KY",15,2014,8,2014,"Hazard,Perry,KY, United States of America"
United States of America,"Seaford, DE",15,2014,8,2014,"Seaford, DE, United States of America"
United States of America,"Des Moines-West Des Moines, IA",15,2014,8,2014,"Des Moines-West Des Moines, IA, United States of America"
United States of America,"Omaha-Council Bluffs, NE-IA",15,2014,8,2014,"Omaha-Council Bluffs, NE-IA, United States of America"
United States of America,"Trenton-Ewing, NJ",15,2014,8,2014,"Trenton-Ewing, NJ, United States of America"
United States of America,"Jackson, TN",15,2014,8,2014,"Jackson, TN, United States of America"
United States of America,"Roanoke, VA",15,2014,8,2014,"Roanoke, VA, United States of America"
United States of America,"Winona, MN",15,2014,8,2014,"Winona, MN, United States of America"
United States of America,"Greensboro-High Point, NC",15,2014,8,2014,"Greensboro-High Point, NC, United States of America"
United States of America,"Bay City, MI",15,2014,8,2014,"Bay City, MI, United States of America"
United States of America,"Dover, DE",15,2014,8,2014,"Dover, DE, United States of America"
United States of America,"Eau Claire, WI",15,2014,8,2014,"Eau Claire, WI, United States of America"
United States of America,"Gardnerville Ranchos, NV",15,2014,8,2014,"Gardnerville Ranchos, NV, United States of America"
United States of America,"Kalispell, MT",15,2014,8,2014,"Kalispell, MT, United States of America"
United States of America,"Lawrenceburg, TN",15,2014,8,2014,"Lawrenceburg, TN, United States of America"
United States of America,"Lawton, OK",15,2014,8,2014,"Lawton, OK, United States of America"
United States of America,"Not in a City,Kent,MD",15,2014,8,2014,"Not in a City,Kent,MD, United States of America"
United States of America,"Portsmouth, OH",15,2014,8,2014,"Portsmouth, OH, United States of America"
United States of America,"Reno-Sparks, NV",15,2014,8,2014,"Reno-Sparks, NV, United States of America"
United States of America,"Santa Barbara-Santa Maria-Goleta, CA",15,2014,8,2014,"Santa Barbara-Santa Maria-Goleta, CA, United States of America"
United States of America,"San Diego-Carlsbad-San Marcos, CA",15,2014,8,2014,"San Diego-Carlsbad-San Marcos, CA, United States of America"
United States of America,"Richmond, VA",15,2014,8,2014,"Richmond, VA, United States of America"
United States of America,"Bridgeport-Stamford-Norwalk, CT",14,2014,8,2014,"Bridgeport-Stamford-Norwalk, CT, United States of America"
United States of America,"Burlington, NC",14,2014,8,2014,"Burlington, NC, United States of America"
United States of America,"La Crosse, WI-MN",14,2014,8,2014,"La Crosse, WI-MN, United States of America"
United States of America,"Missoula, MT",14,2014,8,2014,"Missoula, MT, United States of America"
United States of America,"Bryson City (RR name Bryson),Swain,NC",14,2014,8,2014,"Bryson City (RR name Bryson),Swain,NC, United States of America"
United States of America,"Hammond, LA",14,2014,8,2014,"Hammond, LA, United States of America"
United States of America,"Jamestown-Dunkirk-Fredonia, NY",14,2014,8,2014,"Jamestown-Dunkirk-Fredonia, NY, United States of America"
United States of America,"Lafayette, LA",14,2014,8,2014,"Lafayette, LA, United States of America"
United States of America,"Norwich-New London, CT",14,2014,8,2014,"Norwich-New London, CT, United States of America"
United States of America,"Not in a City,Carter,KY",14,2014,8,2014,"Not in a City,Carter,KY, United States of America"
United States of America,"Not in a City,Cedar,MO",14,2014,8,2014,"Not in a City,Cedar,MO, United States of America"
United States of America,"Not in a City,Page,VA",14,2014,8,2014,"Not in a City,Page,VA, United States of America"
United States of America,"Virginia Beach-Norfolk-Newport News, VA-NC",14,2014,7,2014,"Virginia Beach-Norfolk-Newport News, VA-NC, United States of America"
